512,0.00
1008,0.00
1504,0.00
2000,0.00
2512,0.00
3008,0.00
3504,0.00
4000,0.03
4512,0.55
5008,3.18
5504,4.52
6000,8.59
6512,8.38
7008,8.38
7504,13.95
8000,18.09
8512,19.68
9008,23.76
9504,27.33
10000,29.18
10512,19.99
11008,26.17
11504,27.86
12000,24.64
12512,26.79
13008,30.90
13504,24.67
14000,26.26
14512,30.93
15003,26.50
15515,35.03
16011,28.51
16507,35.24
17003,31.29
17515,31.57
18011,33.91
18507,36.28
19003,31.27
19515,34.70
20011,36.07
20507,35.02
21003,35.17
21515,40.47
22011,35.86
22507,39.03
23003,38.71
23515,40.40
24011,41.10
24507,42.29
25003,39.77
25515,43.18
26011,44.09
26507,41.10
27003,39.24
27515,44.05
28011,41.40
28507,42.22
29003,42.22
29515,44.45
30006,43.03
30502,40.57
31014,45.10
31510,46.14
32006,43.55
32502,44.24
33014,46.04
33510,42.42
34006,44.81
34502,45.91
35014,47.34
35510,49.01
36006,47.94
36502,49.20
37014,49.82
37510,49.32
38006,49.17
38502,49.58
39014,50.96
39510,51.71
40006,48.87
40502,51.58
41014,49.96
41510,49.03
42006,52.11
42502,51.37
43014,52.70
43510,52.14
44006,52.01
44502,50.74
45009,55.33
45505,51.75
46001,55.00
46513,51.27
47009,51.47
47505,52.62
48001,54.36
48513,55.24
49009,51.39
49505,51.80
50001,52.80
50513,52.35
51009,57.00
51505,53.02
52001,54.26
52513,54.47
53009,53.74
53505,53.93
54001,51.76
54513,57.90
55009,57.53
55505,61.34
56001,50.03
56513,59.79
57009,59.39
57505,57.89
58001,58.75
58513,57.36
59009,62.02
59505,59.54
60012,55.48
60508,58.89
61004,59.79
61500,58.35
62012,59.40
62508,57.93
63004,64.61
63500,60.51
64012,60.50
64508,61.11
65004,65.65
65500,61.59
66012,63.33
66508,59.18
67004,63.48
67500,64.74
68012,61.69
68508,60.51
69004,65.13
69500,59.25
70012,61.22
70508,64.14
71004,61.21
71500,62.20
72012,66.45
72508,64.42
73004,62.14
73500,65.56
74012,64.07
74508,63.70
