512,33.95
1024,16.87
1504,35.59
2016,38.44
2528,39.90
3008,42.27
3520,47.25
4000,50.10
4512,53.76
5024,56.33
5504,58.08
6016,59.72
6528,60.83
7008,62.21
7520,63.35
8000,64.31
8512,65.07
9024,65.93
9504,66.67
10016,67.23
10528,67.66
11008,68.42
11520,69.14
12000,69.87
12512,70.26
13024,70.78
13504,71.55
14016,71.84
14528,72.28
15008,72.70
15520,73.38
16000,73.72
16512,73.88
17024,74.59
17504,74.67
18016,75.23
18528,75.54
19008,75.84
19520,76.32
20000,76.35
20512,76.77
21024,77.05
21504,77.39
22016,77.70
22528,77.86
23008,77.97
23520,78.36
24000,78.50
24512,78.81
25024,78.82
25504,78.89
26016,79.41
26528,79.59
27008,79.85
27520,80.12
28000,80.17
28512,80.35
29024,80.60
29504,80.72
30016,80.84
30528,81.06
31008,81.23
31520,81.35
32000,81.45
32512,81.67
33024,81.75
33504,81.72
34016,82.09
34528,82.22
35008,82.32
35520,82.55
36000,82.67
36512,82.78
37024,82.87
37504,83.08
38024,83.10
38504,83.26
39016,83.38
39528,83.52
40008,83.66
40520,83.84
41000,83.99
41512,83.94
42024,84.31
42504,84.07
43016,84.28
43528,84.37
44008,84.48
44520,84.58
45000,84.57
45512,84.66
46024,84.75
46504,84.85
47016,84.93
47528,85.00
48008,85.04
48520,85.22
49000,85.27
49512,85.34
50024,85.33
50504,85.59
51016,85.52
51528,85.63
52008,85.77
52520,85.81
53000,85.91
53512,86.02
54024,86.04
54504,86.02
55016,86.08
55528,86.14
56008,86.29
56520,86.32
57000,86.36
57512,86.54
58024,86.60
58504,86.55
59016,86.68
59528,86.65
60008,86.73
60520,86.77
61000,86.87
61512,86.89
62024,86.99
62504,87.02
63016,87.03
63528,87.03
64008,87.27
64520,87.25
65000,87.36
65512,87.45
66024,87.53
66504,87.64
67016,87.50
67528,87.50
68008,87.65
68520,87.71
69000,87.75
69512,87.84
70024,87.84
70504,87.90
71016,87.82
71528,87.94
72008,88.02
72520,88.03
73000,88.09
73512,88.19
74024,88.11
74504,88.26
75016,88.19
75528,88.25
76016,88.40
76528,88.36
77008,88.39
77520,88.45
78000,88.45
78512,88.38
79024,88.49
79504,88.67
80016,88.69
80528,88.70
81008,88.74
81520,88.65
82000,88.70
82512,88.79
83024,88.80
83504,88.81
84016,88.83
84528,88.91
85008,88.96
85520,89.08
86000,89.00
86512,89.04
87024,89.08
87504,89.13
88016,89.11
88528,89.17
89008,89.23
89520,89.27
90000,89.31
90512,89.28
91024,89.27
91504,89.35
92016,89.41
92528,89.28
93008,89.40
93520,89.45
94000,89.40
94512,89.50
95024,89.50
95504,89.46
96016,89.51
96528,89.59
97008,89.65
97520,89.68
98000,89.68
98512,89.71
99024,89.71
99504,89.71
100016,89.61
100528,89.77
101008,89.87
101520,89.78
102000,89.79
102512,89.89
103024,89.94
103504,89.98
104016,89.93
104528,89.91
105008,89.97
105520,89.89
106000,90.05
106512,90.09
107024,90.09
107504,90.07
108016,90.11
108528,90.13
109008,90.14
109520,90.18
110000,90.24
110512,90.25
111024,90.19
111504,90.16
112016,90.24
112528,90.32
113008,90.35
113528,90.29
114008,90.37
114520,90.37
115000,90.47
115512,90.46
116024,90.47
116504,90.51
117016,90.50
117528,90.59
118008,90.61
118520,90.65
119000,90.63
119512,90.62
120024,90.44
120504,90.52
121016,90.64
121528,90.67
122008,90.73
122520,90.73
123000,90.61
123512,90.77
124024,90.75
124504,90.81
125016,90.76
125528,90.83
126008,90.85
126520,90.82
127000,90.83
127512,90.78
128024,90.77
128504,90.71
129016,90.75
129528,90.78
130008,90.81
130520,90.87
131000,90.87
131512,90.99
132024,90.97
132504,91.05
133016,91.01
133528,91.01
134008,90.92
134520,90.89
135000,90.97
135512,90.99
136024,90.93
136504,91.05
137016,91.08
137528,91.07
138008,91.11
138520,91.16
139000,91.18
139512,91.20
140024,91.10
140504,91.19
141016,91.28
141528,91.24
142008,91.22
142520,91.14
143000,91.13
143512,91.15
144024,91.17
144504,91.22
145016,91.34
145528,91.32
146008,91.39
146520,91.43
147000,91.33
147512,91.40
148024,91.24
148504,91.37
149016,91.36
149528,91.40
150008,91.38
150520,91.44
151000,91.46
151520,91.26
152000,91.46
152512,91.39
153024,91.40
153504,91.49
154016,91.53
154528,91.53
155008,91.43
155520,91.61
156000,91.67
156512,91.73
157024,91.75
157504,91.72
158016,91.71
158528,91.64
159008,91.58
159520,91.66
160000,91.63
160512,91.68
161024,91.82
161504,91.79
162016,91.79
162528,91.79
163008,91.72
163520,91.71
164000,91.73
164512,91.73
165024,91.75
165504,91.75
166016,91.85
166528,91.81
167008,91.87
167520,91.84
168000,91.72
168512,91.72
169024,91.84
169504,91.81
170016,91.94
170528,91.93
171008,91.90
171520,91.95
172000,91.91
172512,91.87
173024,91.91
173504,92.02
174016,91.93
174528,92.01
175008,91.90
175520,91.93
176000,91.94
176512,91.86
177024,91.96
177504,91.98
178016,92.05
178528,92.14
179008,92.15
179520,92.14
180000,92.20
180512,92.18
181024,92.15
181504,92.19
182016,92.10
182528,92.08
183008,92.10
183520,92.20
184000,92.23
184512,92.22
185024,92.18
185504,92.18
186016,92.20
186528,92.19
187008,92.19
187520,92.25
188000,92.26
188512,92.27
189024,92.29
